track_name,artist_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,image_url
Can't Tame Her,Zara Larsson,4,2023,1,26,"31,456",62.0,"159,051,363",62.0,,26.0,"289,676","1,293,372",141,3,1,14,54,83,58,96,97,51,https://i.scdn.co/image/ab67616d0000b273734779ceb0d067283c341297
VIBEZ,DaBaby,4,2019,9,27,"95,756",59.0,"432,315,500",38.0,,11.0,"9,718","1,172,142",72,4,1,70,53,1,1,61,14,29,https://i.scdn.co/image/ab67616d0000b273f2b94b2fda4f08836d6371ba
I Don't Fuck With You,Big Sean,3,2014,9,19,"135,134",67.0,"781,790,448",80.0,,28.0,"200,973",,153,6,1,42,16,24,9,99,4,36,https://i.scdn.co/image/ab67616d0000b27350192d5f728fea13fb3af203
Se Grita,Morad,4,2023,5,12,"47,009",69.0,"142,131,977",10.0,,8.0,"708,924","1,158,542",171,7,1,93,61,10,74,50,18,39,https://i.scdn.co/image/ab67616d0000b273937ce99b134e3586d0bfdb19
HYAENA,Travis Scott,2,2023,7,28,"47,247",68.0,"137,071,285",9.0,,7.0,"130,827","105,824",114,9,1,90,41,0,89,6,73,5,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
KICK BACK,Kenshi Yonezu,4,2022,10,12,"61,627",70.0,"360,816,226",35.0,,8.0,"54,591","486,018",140,6,0,80,23,47,100,22,8,78,https://i.scdn.co/image/ab67616d0000b273303d8545fce8302841c39859
M.A.I,Milo j,3,2023,11,30,"12,417",76.0,"163,958,167",2.0,,11.0,"7,137,853","478,702",175,1,1,17,16,47,25,45,56,34,https://i.scdn.co/image/ab67616d0000b27398ee8fad7a30ff328b97d874
Tu hai kahan,AUR,1,2023,6,10,"16,445",72.0,"218,471,293",4.0,,2.0,"1,475","517,594",167,3,1,21,47,9,3,89,53,25,https://i.scdn.co/image/ab67616d0000b2733fb3fb3086a40c2c5062501d
Danza Kuduro - Cover,WORK OUT GYM - DJ MIX,2,2023,10,20,9,,"1,642,258,500",,,,,,112,9,1,60,83,80,89,77,28,90,https://i.scdn.co/image/ab67616d0000b2738f728408945155ea92670e3c
Truth or Dare,Tyla,1,2023,12,1,"13,407",77.0,"91,143,676",58.0,,41.0,"380,101","704,867",187,11,0,60,85,29,27,27,100,29,https://i.scdn.co/image/ab67616d0000b273af0b5968b8bad3923b2ea76b
Just the Way You Are,Bruno Mars,3,2010,7,20,"233,719",79.0,"2,099,862,852",174.0,,123.0,"1,032,117","9,609,553",116,0,0,52,69,34,1,23,18,74,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b
Rasputin,Majestic,3,2021,2,26,"152,363",73.0,"613,000,788",124.0,,98.0,"2,668,695","3,038,650",111,9,0,25,6,18,65,6,76,23,https://i.scdn.co/image/ab67616d0000b273f05cf0af79d057704dc994f4
Say It Right (Dance),MELON,3,2023,2,24,560,30.0,"3,119,521",1.0,,3.0,"167,042",,196,8,1,90,13,52,15,99,45,54,https://i.scdn.co/image/ab67616d0000b27301f41ba6bd047dac7237376a
If the World Was Ending - feat. Julia Michaels,JP Saxe,1,2019,10,17,"134,427",69.0,"1,145,402,792",179.0,,72.0,"482,672","3,815,615",170,2,0,39,10,33,56,78,79,77,https://i.scdn.co/image/ab67616d0000b273dedbec8cca43642f06533476
"How Far I'll Go - From ""Moana""",Alessia Cara,1,2016,10,28,"49,852",58.0,"740,261,910",72.0,,17.0,"96,911","3,721,475",60,11,0,87,11,31,22,48,61,86,https://i.scdn.co/image/ab67616d0000b2731673756c5f4c31e3f05082ea
ýýýýýýýýýýýý,Hoshimachi Suisei,1,2024,3,23,"1,754",70.0,"21,255,074",2.0,,1.0,"7,336","41,209",103,2,1,7,4,75,22,2,93,8,
Heartless,The Weeknd,1,2019,11,27,"137,196",73.0,"975,754,682",99.0,,36.0,"287,898","2,433,408",134,9,1,20,4,80,76,1,59,61,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36
Upa Cavalinho,Galinha Pintadinha,3,2014,7,1,"1,140",49.0,"13,615,330",,,2.0,"11,063","13,860",157,8,1,92,19,5,20,6,4,17,https://i.scdn.co/image/ab67616d0000b2730b4968369c3d39373b543779
Show Time,SUPER JUNIOR,3,2024,6,11,31,39.0,,2.0,,1.0,"337,935",303,68,9,0,42,53,12,24,79,32,50,https://i.scdn.co/image/ab67616d0000b2738a2b46c84248e47dbe9b0bd5
Mirrors,Justin Timberlake,2,2013,1,1,"168,622",74.0,"1,047,154,254",106.0,,74.0,"484,204","14,564,665",91,2,1,20,54,85,57,20,82,18,https://i.scdn.co/image/ab67616d0000b273db1d1cdc927a07825a2ed244
we fell in love in october,girl in red,2,2018,1,1,"201,381",77.0,"1,034,272,727",37.0,,24.0,"270,287","2,050,181",74,7,1,2,57,74,36,8,54,68,https://i.scdn.co/image/ab67616d0000b273d6839051c4760457e1a60b2a
Sorry Not Sorry,Demi Lovato,1,2017,7,11,"78,398",67.0,"1,156,601,592",60.0,,68.0,"301,972","3,291,558",199,1,1,30,78,63,48,11,18,81,https://i.scdn.co/image/ab67616d0000b273f70868aec6eebfea4cd16c70
X ESO BB,Jere Klein,4,2023,8,10,"18,514",66.0,"124,155,654",3.0,,7.0,"6,634,256","137,962",195,2,1,26,89,6,76,92,16,32,https://i.scdn.co/image/ab67616d0000b273820c55586f92d35e5095edd1
Where Did You Go? (feat. MNEK),Jax Jones,4,2022,1,26,"65,208",70.0,"389,547,230",114.0,,59.0,"1,434,573","3,930,598",131,1,1,26,96,44,14,23,87,37,https://i.scdn.co/image/ab67616d0000b273490a887b85a95378ea66b41d
The Lazy Song,Bruno Mars,3,2010,10,5,"151,801",72.0,"950,810,060",66.0,,188.0,"305,090","5,749,737",71,0,1,72,29,44,27,32,91,12,https://i.scdn.co/image/ab67616d0000b273f60070dce96a2c1b70cf6ff0
Sex Sounds,Lil Tjay,3,2019,10,11,"110,016",69.0,"413,974,601",9.0,,5.0,"49,203","2,444,154",124,1,0,56,23,84,66,77,41,48,https://i.scdn.co/image/ab67616d0000b273b9fe16b21ea333150c0f50f6
Despuï¿½ï¿½s de la P,Bad Bunny,3,2022,5,6,"67,763",71.0,"542,751,537",28.0,,6.0,"288,649","1,359,456",166,7,1,96,86,64,86,42,100,72,
Asiwaju,Ruger,2,2022,11,14,"34,390",18.0,"108,133,711",35.0,,12.0,"585,409","2,409,680",101,8,0,32,72,93,3,81,21,89,https://i.scdn.co/image/ab67616d0000b273dee2ed7d8ddf97d1c42c0aaf
Sticky,Drake,2,2022,6,17,"83,779",66.0,"253,177,498",40.0,,10.0,"190,743","1,006,549",174,1,0,89,2,18,46,4,38,52,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37
Mahiye Jinna Sohna Slowed + Reverb,Darshan Raval,3,2023,7,27,311,35.0,"1,843,453",,,,,,198,6,1,91,99,46,49,78,79,0,https://i.scdn.co/image/ab67616d0000b273f2287af4d0c60d9dfa1f039c
hey! hey!,TWS,3,2024,6,5,109,,"1,010,608",10.0,,,,"3,645",162,4,0,43,47,45,59,70,98,11,https://i.scdn.co/image/ab67616d0000b273bd18417d9ddc6890a8ea6139
Centuries,Fall Out Boy,3,2014,9,9,"180,715",75.0,"1,184,571,362",71.0,,46.0,"163,430","5,556,481",154,2,0,42,70,28,61,88,26,23,https://i.scdn.co/image/ab67616d0000b2733cf1c1dbcfa3f1ab7282719b
What Makes You Beautiful,One Direction,4,2011,1,1,"175,809",80.0,"1,265,397,717",132.0,,65.0,"674,257","7,288,548",76,8,0,30,21,98,66,13,75,0,https://i.scdn.co/image/ab67616d0000b2734a5584795dc73860653a9a3e
Sweetest Pie,Megan Thee Stallion,2,2022,3,11,"50,913",64.0,"359,563,711",51.0,,26.0,"169,737","1,702,634",144,5,1,64,13,83,71,35,45,67,https://i.scdn.co/image/ab67616d0000b2731325a9351844f7806a8309c5
Reggaetï¿½ï¿½n Lento (Baile,CNCO,4,2016,8,26,"65,613",67.0,"738,438,810",64.0,,37.0,"353,829","3,652,838",115,10,0,83,47,99,42,34,27,6,
GMFU (w/ 6arelyhuman),Odetari,4,2023,7,26,"31,285",72.0,"199,444,237",1.0,,2.0,"11,655","716,415",193,0,0,75,28,60,88,49,51,91,https://i.scdn.co/image/ab67616d0000b273105902aa6759ba91043f1681
SKITZO,Travis Scott,3,2023,7,28,"49,313",66.0,"97,901,897",6.0,,2.0,"15,118","176,850",145,4,0,16,49,64,57,87,64,100,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
Friendly Fire,Linkin Park,3,2024,2,23,"4,232",8.0,"27,605,207",16.0,,17.0,"10,909,859","343,192",161,6,0,14,79,22,51,78,38,68,https://i.scdn.co/image/ab67616d0000b27337d322b43b5f3aa0215fa0e1
Niï¿½ï¿½a Bo,Feid,1,2023,4,21,"39,503",61.0,"237,741,410",37.0,,32.0,"499,187","482,221",113,3,1,33,97,94,75,10,17,38,
SkeeYee,Sexyy Red,1,2023,6,9,"24,566",67.0,"96,289,114",21.0,,2.0,"11,894","614,711",174,7,1,79,9,50,68,23,86,31,https://i.scdn.co/image/ab67616d0000b27338f8e4adcb8668df34ce1660
The Git Up,Blanco Brown,4,2019,5,3,"70,080",61.0,"346,783,267",,,16.0,"576,336",,198,9,0,3,70,62,96,74,21,48,https://i.scdn.co/image/ab67616d0000b2737d15866a2a7241462312d81d
Beautiful Crazy,Luke Combs,2,2018,5,4,"83,834",77.0,"828,103,564",54.0,,12.0,"8,375","1,837,804",147,4,1,71,88,98,45,43,67,30,https://i.scdn.co/image/ab67616d0000b273ccba76fad1c624c09e72bc78
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",Metro Boomin,3,2023,6,2,"53,777",69.0,"199,846,893",46.0,,5.0,"140,925","649,807",108,8,1,97,26,21,24,50,10,78,https://i.scdn.co/image/ab67616d0000b2736ed9aef791159496b286179f
Lover,Taylor Swift,3,2019,8,16,"104,435",81.0,"1,413,268,808",201.0,,54.0,"1,301,097","4,309,604",174,8,0,88,78,70,24,16,81,2,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
Midas Touch,KISS OF LIFE,4,2024,4,3,"2,846",75.0,"50,824,333",14.0,,1.0,"8,709","70,507",122,8,1,78,95,32,34,69,63,46,https://i.scdn.co/image/ab67616d0000b27307568782625b85282541394b
Follow You,Imagine Dragons,1,2021,3,12,"69,959",65.0,"412,887,321",101.0,,27.0,"398,506","4,567,971",163,0,1,27,27,99,60,84,70,14,https://i.scdn.co/image/ab67616d0000b273fc915b69600dce2991a61f13
ýýýýýýýýýýýýýýýýýýýýýýýý,Ptrp Studio,2,2022,6,2,"3,136",45.0,"13,219,831",,,,,,142,1,0,72,8,43,14,7,84,50,
Por las Noches,Peso Pluma,1,2021,6,11,"34,793",43.0,"541,105,655",26.0,,1.0,"95,169","798,096",162,2,0,1,70,6,89,78,56,81,https://i.scdn.co/image/ab67616d0000b2730e93243fe79d967a7ae6333a
Body Like A Back Road,Sam Hunt,1,2017,2,1,"78,015",66.0,"874,864,898",103.0,,14.0,"13,156","3,691,205",76,3,1,16,79,90,73,95,34,84,https://i.scdn.co/image/ab67616d0000b273b5529363386deb522a4f586c
Best Part (feat. H.E.R.),Daniel Caesar,1,2017,8,25,"183,645",79.0,"1,362,614,026",198.0,,56.0,"606,036","4,584,343",65,9,1,57,25,1,87,73,36,73,https://i.scdn.co/image/ab67616d0000b2733138f891f3075c9c5d944037
Melhor Vibe,MC Ryan SP,1,2024,3,20,"2,886",73.0,"39,157,273",,,20.0,"12,880,187",,87,8,1,73,98,16,34,27,49,20,https://i.scdn.co/image/ab67616d0000b27309b41f38d160f8f1a1683986
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýý,3,2023,9,18,14,,"456,034",,,,,"2,065",97,9,1,8,80,64,28,78,29,89,
Cake By The Ocean - Cover,LOVE BGM JPN,3,2023,10,24,,,"1,622,824,522",,,,,,178,5,0,30,86,57,37,11,16,40,https://i.scdn.co/image/ab67616d0000b2739129e3742cee400230c2dd21
Set Fire to the Rain,Adele,1,2011,1,1,"186,319",77.0,"1,595,514,674",110.0,,50.0,"528,108","16,180,523",96,0,0,65,7,29,68,42,32,2,https://i.scdn.co/image/ab67616d0000b273164feb363334f93b6458d2a9
Worth It,Fifth Harmony,2,2014,1,1,"94,852",67.0,"815,946,405",163.0,,59.0,"627,425","15,861,007",174,11,0,87,1,85,23,81,15,0,https://i.scdn.co/image/ab67616d0000b2735bdd9e580fdda5e676a25e6a
Malvadï¿½ï¿,Xamï¿,4,2021,11,30,"37,002",56.0,"270,364,614",6.0,,27.0,"90,277","345,849",127,8,0,61,94,91,18,36,14,20,
2 Be Loved (Am I Ready),Lizzo,2,2022,7,15,"36,991",62.0,"335,194,737",32.0,,33.0,"1,463,818",,102,5,0,18,56,96,45,87,12,74,https://i.scdn.co/image/ab67616d0000b273fe3b1b9cb7183a94e1aafd43
Shut Up and Dance,WALK THE MOON,2,2011,11,20,"225,204",81.0,"1,690,450,389",270.0,,113.0,"505,069","11,303,352",117,3,1,80,51,25,48,62,2,79,https://i.scdn.co/image/ab67616d0000b27343294cfa2688055c9d821bf3
SugarCrash!,ElyOtto,2,2020,8,25,"81,556",63.0,"364,210,672",32.0,,10.0,"45,435","3,395,161",72,3,1,73,57,34,43,100,23,98,https://i.scdn.co/image/ab67616d0000b27366f688086d483cf5781942e0
Sail,AWOLNATION,1,2010,1,1,"145,349",68.0,"814,264,073",64.0,,33.0,"216,744","12,879,196",111,2,0,54,95,62,72,92,22,20,https://i.scdn.co/image/ab67616d0000b27332f1572738340ddc9569c54b
Solo Conmigo,Romeo Santos,3,2022,9,1,"9,262",65.0,"99,640,817",8.0,,1.0,"68,866","838,701",117,6,0,27,92,74,25,62,58,74,https://i.scdn.co/image/ab67616d0000b273362b5dc3108e080143be49d5
See You Again (feat. Charlie Puth),Wiz Khalifa,2,2015,3,10,"75,665",55.0,"1,891,920,348",177.0,,94.0,"316,305","52,620",91,2,0,91,2,70,24,9,54,94,https://i.scdn.co/image/ab67616d0000b2734e5df11b17b2727da2b718d8
Paint The Town Red,Doja Cat,1,2023,11,17,4,,,,,,,,164,1,1,49,7,27,34,77,64,48,https://i.scdn.co/image/ab67616d0000b2737acee948ecac8380c1b6ce30
Dial Drunk (with Post Malone),Noah Kahan,2,2023,7,18,"37,445",79.0,"276,026,602",20.0,,5.0,"263,887","843,154",142,9,1,64,58,24,35,79,31,64,https://i.scdn.co/image/ab67616d0000b273f519f148d88bf65074b4a3a9
Danza Kuduro - Cover,MUSIC LAB JPN,2,2023,2,3,1,,"1,627,429,837",,,,,,158,7,1,2,1,60,13,36,96,40,https://i.scdn.co/image/ab67616d0000b27394bee5f21786e2772968601d
Piscina,Maria Becerra,1,2023,11,8,"7,972",6.0,"81,319,633",10.0,,17.0,"797,711","271,450",163,3,0,78,94,30,55,10,59,95,https://i.scdn.co/image/ab67616d0000b273406c651ce622e53f8fa1c179
Bandit (with YoungBoy Never Broke Again),Juice WRLD,3,2019,3,8,"178,435",67.0,"925,747,848",61.0,,22.0,"106,700","1,677,812",87,7,0,51,61,53,5,89,29,66,https://i.scdn.co/image/ab67616d0000b2738b27d35aa2c6dcf99895d664
this is what falling in love feels like,JVKE,3,2021,9,3,"108,333",72.0,"477,620,800",21.0,,10.0,"629,635","2,230,806",188,0,0,9,48,66,31,18,65,95,https://i.scdn.co/image/ab67616d0000b273c2504e80ba2f258697ab2954
Galway Girl,Ed Sheeran,4,2017,3,3,"121,737",72.0,"1,311,631,709",64.0,,37.0,"410,364",,107,4,0,20,100,96,25,51,17,41,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96
Firework,Katy Perry,1,2010,1,1,"164,650",67.0,"1,065,375,074",218.0,,94.0,"1,066,131","8,932,134",99,8,0,36,19,50,14,17,58,68,https://i.scdn.co/image/ab67616d0000b2731d955011a3ed477dc77865ad
Danza Kuduro - Cover,WORK OUT GYM - DJ MIX,4,2023,10,7,5,,"1,642,258,500",,,,,,156,0,1,14,28,57,48,93,52,56,https://i.scdn.co/image/ab67616d0000b2738f728408945155ea92670e3c
wait in the truck (feat. Lainey Wilson),HARDY,4,2022,8,26,"24,922",63.0,"127,223,430",26.0,,1.0,71,"796,363",173,10,0,86,16,33,94,31,63,42,https://i.scdn.co/image/ab67616d0000b2739687a283afa0e41073865f38
No Es por Acï¿,Carin Leon,4,2022,7,8,"17,727",51.0,"331,775,657",12.0,,7.0,"1,240,927","637,447",191,3,1,77,73,58,55,22,29,100,
Funny Song,Cavendish Music,3,2018,8,15,"3,514",39.0,"5,866,282",,,2.0,"43,501","903,944",196,5,1,78,21,20,36,11,17,11,
Adventure Of A Lifetime,Coldplay,1,2015,11,6,"148,456",76.0,"1,020,239,582",3.0,,76.0,"839,196",,170,9,1,73,5,55,52,57,4,77,https://i.scdn.co/image/ab67616d0000b2738ff7c3580d429c8212b9a3b6
Nice For What,Drake,4,2018,4,6,"192,868",72.0,"1,276,685,592",187.0,,37.0,"120,342","6,416,734",135,7,1,8,61,36,57,76,68,63,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5
Us Vs Them,$uicideboy$,1,2024,3,29,"7,604",,"44,027,794",3.0,,2.0,250,"103,487",90,2,1,43,97,63,100,20,7,50,https://i.scdn.co/image/ab67616d0000b27335d777c5fa4a353b87ad62bd
Vaaste,Dhvani Bhanushali,1,2019,4,6,"13,291",60.0,"126,921,341",5.0,,,,"499,417",178,4,0,38,30,18,82,20,8,72,https://i.scdn.co/image/ab67616d0000b2738dce351c5e4a62c2ea2dd498
FALTA DE QUï¿½,Luan Pereira,3,2024,5,16,"1,557",77.0,"27,120,441",3.0,,29.0,"8,662,554","8,360",84,6,0,4,61,100,77,92,31,59,
Left and Right (Feat. Jung Kook of BTS),Charlie Puth,4,2022,6,24,"59,942",72.0,"947,763,871",24.0,,1.0,"30,007",,93,0,0,24,11,84,35,92,13,70,https://i.scdn.co/image/ab67616d0000b27335d2e0ed94a934f2cc46fa49
Obsessed With You,Central Cee,4,2021,9,10,"130,841",64.0,"336,889,834",35.0,,13.0,"89,773","1,037,984",126,6,1,55,11,77,100,90,12,79,https://i.scdn.co/image/ab67616d0000b273e1f05c994777b79bc5c87547
Bang!,AJR,1,2020,2,12,"79,159",56.0,"426,425,213",58.0,,13.0,"13,714","3,342,996",177,11,1,89,62,73,10,28,17,27,https://i.scdn.co/image/ab67616d0000b2730f0e7900a102aaa70ed30d3e
Style (Taylor's Version),Taylor Swift,2,2023,10,26,"15,136",,"211,462,881",46.0,,5.0,"443,013","203,500",132,10,1,63,15,52,26,78,67,70,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac
The Door,Teddy Swims,3,2023,9,15,"8,444",80.0,"111,155,129",61.0,,35.0,"14,880,080","816,466",85,7,1,71,24,70,1,46,21,13,https://i.scdn.co/image/ab67616d0000b2731a0323cc23419360a34a3ace
Gato de Noche,ýýengo Flow,3,2022,12,22,"59,365",66.0,"427,842,597",27.0,,12.0,"2,170,401","688,397",163,7,1,85,21,92,21,11,19,31,
Despeinada,Ozuna,3,2020,9,3,"51,117",63.0,"420,652,971",67.0,,18.0,"213,074","1,165,902",69,8,1,51,90,62,65,57,14,7,https://i.scdn.co/image/ab67616d0000b273b1717c201d31ad8e43dedc55
Runnin,21 Savage,3,2020,10,2,"181,583",77.0,"653,352,641",47.0,,18.0,"65,242","1,299,108",126,5,0,88,87,61,83,40,6,26,https://i.scdn.co/image/ab67616d0000b273aa57907bf0cb2ca0c8cc74bc
Melting,,4,2024,6,10,,,,,,,,"289,134",64,11,1,75,75,71,16,18,76,49,https://i.scdn.co/image/ab67616d0000b27305fc79f1ca5c3433a252b2fe
Hey Driver (feat. The War and Treaty),Zach Bryan,4,2023,8,24,"30,798",78.0,"221,575,551",27.0,,,,"218,001",86,5,1,8,17,76,3,11,97,58,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
REAL GANGSTA LOVE,Trueno,2,2024,5,23,"1,732",78.0,"31,366,703",40.0,,29.0,"3,152,493","80,192",172,1,0,9,44,18,13,22,29,56,https://i.scdn.co/image/ab67616d0000b27368a450f7bcdc187e20f0ba0a
OKI DOKI,KAROL G,3,2023,8,10,"13,588",72.0,"221,406,245",9.0,,6.0,"359,069","350,493",74,2,1,9,79,74,6,4,4,2,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
Free Mind,Tems,3,2020,9,25,"49,453",67.0,"155,772,691",90.0,,3.0,"10,838","3,346,952",164,3,0,72,67,1,78,25,0,26,https://i.scdn.co/image/ab67616d0000b2730ab4d3e1c0b5c5e453287a4c
New Rules,Dua Lipa,1,2015,1,1,"158,842",75.0,"2,098,443,322",387.0,,345.0,"1,063,913","12,753,303",103,3,0,61,11,5,93,62,59,93,https://i.scdn.co/image/ab67616d0000b2737833c9a792ad032d788d4011
favorite crime,Olivia Rodrigo,4,2021,5,21,"110,900",79.0,"1,058,390,692",50.0,,18.0,"193,186","1,174,650",85,7,0,89,48,28,15,51,30,33,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a
La Forma en Que Me Miras,Super Yei,3,2018,8,4,"85,006",67.0,"541,468,772",9.0,,1.0,"51,411","1,768,304",154,0,1,98,32,40,65,9,19,25,https://i.scdn.co/image/ab67616d0000b273dadd66355a0c4572a47ff4f5
When You're Gone,Shawn Mendes,2,2022,3,31,"40,626",71.0,"323,292,046",52.0,,20.0,"676,487","2,143,760",143,9,0,90,85,50,18,85,82,100,https://i.scdn.co/image/ab67616d0000b273dad0775943c1a826bfed3117
High Road (feat. Jessie Murph),Koe Wetzel,2,2024,6,7,855,67.0,"6,120,999",33.0,,1.0,740,"16,033",199,3,0,59,62,4,0,38,63,39,https://i.scdn.co/image/ab67616d0000b2732c44d76ea64d1b5876b44eb3
Savage,Megan Thee Stallion,4,2020,3,6,"63,715",61.0,"427,275,743",72.0,,30.0,"48,673","2,056,307",191,10,1,94,17,40,30,22,63,85,https://i.scdn.co/image/ab67616d0000b27320fbc17fcb9376bc76a1b510
Put It On Da Floor Again (feat. Cardi B),Latto,2,2023,6,2,"11,423",60.0,"60,082,145",45.0,,11.0,"137,945",,146,11,0,18,53,61,3,10,28,31,https://i.scdn.co/image/ab67616d0000b2735292a8bd0723363b27dc9610
You Should Probably Leave,Chris Stapleton,2,2020,11,13,"56,215",77.0,"427,605,317",29.0,,9.0,"20,272","1,075,951",171,10,1,37,96,29,90,91,9,40,https://i.scdn.co/image/ab67616d0000b2739408342067e2ff50d69a3c98
Runaway,AURORA,4,2015,2,7,"204,318",70.0,"884,816,583",100.0,,39.0,"188,815","8,277,994",188,10,1,5,26,61,57,94,28,1,https://i.scdn.co/image/ab67616d0000b273c379325088c2845fe85cd70a
Spicy,aespa,3,2023,5,8,"12,910",63.0,"133,536,914",29.0,,3.0,"34,879","206,236",148,3,0,14,82,99,55,71,30,71,https://i.scdn.co/image/ab67616d0000b27324936098cb2874153291a3f9
Ya Leil W Yal Ein,AL SHAMI,3,2023,9,20,"2,164",,"9,736,339",4.0,,,,"230,257",125,0,1,92,77,26,52,47,74,6,https://i.scdn.co/image/ab67616d0000b273245c8dd9b2311098a1224bd0
Die For You,The Weeknd,2,2016,11,25,"185,803",74.0,"2,265,551,950",131.0,,44.0,"3,238,269",,190,2,1,46,24,49,88,91,86,18,https://i.scdn.co/image/ab67616d0000b273a048415db06a5b6fa7ec4e1a
Need It (feat. YoungBoy Never Broke Again),Migos,2,2020,5,22,"115,095",67.0,"328,017,675",31.0,,13.0,"45,029","1,285,243",181,4,0,44,33,81,85,15,29,32,https://i.scdn.co/image/ab67616d0000b273f89d00155b6a066650e5460d
Into You,Ariana Grande,3,2016,4,1,"112,014",72.0,"1,368,497,471",110.0,,36.0,"233,338","4,202,931",143,5,0,4,87,51,42,45,24,1,https://i.scdn.co/image/ab67616d0000b27333342c57a9b2c4e04c97b3f5
Invincible,Pop Smoke,4,2020,2,7,"173,912",70.0,"549,824,221",21.0,,7.0,"93,368","1,680,361",175,8,0,77,59,48,73,46,79,66,https://i.scdn.co/image/ab67616d0000b27362a57823eced1cb4fd93b2c1
Le Monde,Richard Carter,2,2023,8,4,"23,465",62.0,"84,141,101",2.0,,,,"2,508,208",175,8,0,52,53,61,96,94,57,91,https://i.scdn.co/image/ab67616d0000b273f25ca366fd656df2e0089409
Un Besito Mï¿½,Salastkbron,1,2024,3,14,"4,463",72.0,"39,026,522",1.0,,2.0,"6,018","32,814",97,8,1,65,86,99,48,47,56,77,
Ya No Somos Ni Seremos,Christian Nodal,4,2022,2,18,"30,545",76.0,"469,278,591",28.0,,20.0,"3,872,499","1,140,459",169,10,0,61,4,59,59,79,86,14,https://i.scdn.co/image/ab67616d0000b27399811bb4546e811df041e811
Macetando,Ivete Sangalo,2,2023,12,15,"4,356",,"67,224,922",13.0,,21.0,"1,034,595","44,237",105,0,0,22,35,79,93,68,62,20,https://i.scdn.co/image/ab67616d0000b2733bc15b5807bd7e3500944a69
Stand by Me,Ben King,2,2024,1,5,1,,"1,094,052,047",,,,,,84,11,0,43,53,53,93,98,96,77,https://i.scdn.co/image/ab67616d0000b2731813ea8f590a0aab2820f922
Goa Beach,Tony Kakkar,1,2020,2,11,"3,507",48.0,"33,384,757",2.0,,,,"92,503",80,8,1,51,87,4,15,24,36,58,https://i.scdn.co/image/ab67616d0000b273f45ce351a36c0bf728f27c4a
Sharks,Imagine Dragons,1,2022,6,24,"48,772",65.0,"283,572,432",19.0,,17.0,"695,682","2,027,751",180,7,1,45,35,8,72,76,57,81,https://i.scdn.co/image/ab67616d0000b273fc915b69600dce2991a61f13
Teenage Dream,Stephen Dawes,3,2022,6,2,"31,472",64.0,"170,404,957",1.0,,2.0,"1,978","600,114",181,1,1,18,68,33,80,92,27,38,https://i.scdn.co/image/ab67616d0000b273dfa368b8f51bb183328293bf
Igualito a Mi Apï¿,Fuerza Regida,4,2022,12,30,"27,766",72.0,"316,447,060",27.0,,5.0,"199,071","425,924",192,10,1,87,38,97,98,90,26,19,
Thunder,Gabry Ponte,4,2021,5,7,"146,088",75.0,"551,090,518",47.0,,37.0,"851,965","3,084,343",129,0,1,83,69,35,59,80,69,0,https://i.scdn.co/image/ab67616d0000b273fd13588a958fbd23d5524e1b
Thousand Miles,The Kid LAROI,3,2022,4,22,"65,016",65.0,"299,159,279",50.0,,33.0,"236,835","1,415,750",172,0,0,46,99,94,46,36,36,72,https://i.scdn.co/image/ab67616d0000b27386322307ddfb6e9c87b82d39
STAYING ALIVE (feat. Drake & Lil Baby),DJ Khaled,4,2022,8,5,"72,788",55.0,"204,471,704",41.0,,20.0,"239,390","813,790",166,11,1,90,3,19,14,62,5,8,https://i.scdn.co/image/ab67616d0000b273b690b30a50c94c6da49ba948
Walk Em Down (feat. Roddy Ricch),NLE Choppa,4,2020,3,19,"139,124",68.0,"565,296,902",48.0,,20.0,"160,055","1,233,851",171,5,1,51,73,80,62,28,88,50,https://i.scdn.co/image/ab67616d0000b2738e2ebc51140aa8e41d3d4406
Khairiyat,Arijit Singh,4,2019,8,31,"23,561",65.0,"240,571,166",3.0,,,,"121,166",167,8,1,23,64,83,27,57,76,37,https://i.scdn.co/image/ab67616d0000b273eaa6b4bfb5954ee5a5a8ce9e
